Amount_Requested,Application_Date,Loan_Title,Risk_Score,Debt-To-Income_Ratio,Zip_Code,State,Employment_Length,Policy_Code,RiskScoreMA50
10700.0,2007-06-25,lynniea5,542.0,10.55%,201xx,VA,< 1 year,0.0,588.5833333333334
3500.0,2007-06-25,InjunNinja,487.0,0%,325xx,FL,1 year,0.0,580.7692307692307
3000.0,2007-06-25,fix1925,574.0,0%,464xx,IN,10+ years,0.0,580.2857142857143
6500.0,2007-06-25,cpetryk,533.0,50.4%,074xx,NJ,4 years,0.0,577.1333333333333
15000.0,2007-06-25,heyteacher,433.0,3.76%,308xx,GA,10+ years,0.0,568.125
5000.0,2007-06-25,Andrea Advincula,537.0,47.2%,477xx,IN,3 years,0.0,566.2941176470588
20000.0,2007-06-25,Skeeter,605.0,0%,847xx,UT,1 year,0.0,568.4444444444445
18000.0,2007-06-25,magoo69,632.0,33.05%,605xx,IL,10+ years,0.0,571.7894736842105
5000.0,2007-06-25,Willdukem07,0.0,0%,136xx,NY,10+ years,0.0,543.2
5000.0,2007-06-25,dwgallo,600.0,18.22%,088xx,NJ,10+ years,0.0,545.9047619047619
3500.0,2007-06-25,sharo41,432.0,4.03%,765xx,TX,2 years,0.0,540.7272727272727
1000.0,2007-06-25,teamgalvan,514.0,11.86%,809xx,CO,2 years,0.0,539.5652173913044
2500.0,2007-06-26,cebm82,625.0,33.12%,310xx,GA,5 years,0.0,625.0
13000.0,2007-06-26,Georgiadawgs45,0.0,0%,305xx,GA,< 1 year,0.0,312.5
1000.0,2007-06-26,CrawfordsGirl,493.0,18.84%,551xx,MN,< 1 year,0.0,372.6666666666667
4000.0,2007-06-26,SUZIEKLIND,537.0,22.95%,557xx,MN,3 years,0.0,413.75
4000.0,2007-06-26,semo_train,464.0,100.5%,633xx,MO,< 1 year,0.0,423.8
25000.0,2007-06-26,DedMansHnd,651.0,41.79%,765xx,TX,10+ years,0.0,461.6666666666667
1000.0,2007-06-26,psychnurse05,554.0,9.19%,559xx,MN,4 years,0.0,474.85714285714283
500.0,2007-06-26,lrod420,617.0,22.64%,660xx,KS,< 1 year,0.0,492.625
25000.0,2007-06-26,San_Diego,646.0,7.94%,921xx,CO,1 year,0.0,509.6666666666667
5500.0,2007-06-27,Kratos,594.0,18.76%,207xx,MD,< 1 year,0.0,594.0
4000.0,2007-06-27,ga71,588.0,31.79%,300xx,GA,6 years,0.0,591.0
1000.0,2007-06-27,zexzcbnbabe,501.0,10.08%,323xx,FL,< 1 year,0.0,561.0
1000.0,2007-06-27,Help rebuild Galveston,"",100%,701xx,TX,10+ years,0.0,561.0
1000.0,2007-06-27,Phill0046,509.0,1.84%,274xx,NC,< 1 year,0.0,548.0
6000.0,2007-06-27,singleteach,485.0,15.23%,805xx,CO,7 years,0.0,535.4
1000.0,2007-06-27,billkach,483.0,7.2%,088xx,NJ,< 1 year,0.0,526.6666666666666
1000.0,2007-06-28,orangeslices,449.0,16.26%,440xx,OH,< 1 year,0.0,449.0
20000.0,2007-06-28,I would be using this loan to pay off high interest credit cards and medical bills.,631.0,17.79%,847xx,UT,3 years,0.0,540.0
5000.0,2007-06-28,shameless,593.0,24.2%,530xx,WI,10+ years,0.0,557.6666666666666
2500.0,2007-06-28,roselyn26,545.0,15.18%,967xx,HI,1 year,0.0,554.5
3000.0,2007-06-28,Melodyrcr,639.0,56.27%,708xx,LA,2 years,0.0,571.4
20000.0,2007-06-29,CallianaThomas,646.0,25.8%,100xx,NY,< 1 year,0.0,646.0
3000.0,2007-06-29,samurai,726.0,20400%,089xx,NJ,< 1 year,0.0,686.0
1000.0,2007-06-29,dswilliams17,0.0,0%,794xx,TX,< 1 year,0.0,457.3333333333333
1500.0,2007-06-29,undonefilms,543.0,14.35%,030xx,NH,5 years,0.0,478.75
3500.0,2007-06-29,momtojr,661.0,242.83%,281xx,NC,10+ years,0.0,515.2
5000.0,2007-06-29,ikrsone12,503.0,3.74%,071xx,NJ,< 1 year,0.0,513.1666666666666
25000.0,2007-06-29,so1oonnet,727.0,6.69%,210xx,MD,< 1 year,0.0,543.7142857142857
1200.0,2007-06-30,twinsno1,586.0,3.63%,100xx,NY,< 1 year,0.0,586.0
3500.0,2007-06-30,resanchez,525.0,0%,800xx,CO,< 1 year,0.0,555.5
1000.0,2007-06-30,bigtrav2207,432.0,414.4%,640xx,MO,< 1 year,0.0,514.3333333333334
20000.0,2007-06-30,ms,563.0,33.04%,118xx,NY,5 years,0.0,526.5
4500.0,2007-06-30,Miss Stephanie,535.0,21.03%,104xx,NY,< 1 year,0.0,528.2
10000.0,2007-06-30,Esp-sonia,575.0,0%,331xx,FL,4 years,0.0,536.0
8000.0,2007-06-30,Fresh start,504.0,36.68%,487xx,MI,6 years,0.0,531.4285714285714
1500.0,2007-06-30,cocovanilla,491.0,2.54%,801xx,CO,< 1 year,0.0,526.375
1500.0,2007-06-30,suprstrmandie,0.0,14.4%,662xx,KS,2 years,0.0,467.8888888888889
2500.0,2007-06-30,Veganshero,456.0,88.4%,088xx,NJ,3 years,0.0,466.7
2500.0,2007-06-30,meghanneedsyou,544.0,0%,232xx,VA,< 1 year,0.0,473.72727272727275
15000.0,2007-06-30,malcolmp,592.0,2.37%,100xx,NY,< 1 year,0.0,483.5833333333333
5000.0,2007-07-01,JBurt0n6,507.0,63.5%,775xx,TX,3 years,0.0,507.0
3000.0,2007-07-01,Backon Track,522.0,11.96%,132xx,NY,3 years,0.0,514.5
2500.0,2007-07-01,jenjenfrench,609.0,12.5%,775xx,TX,< 1 year,0.0,546.0
25000.0,2007-07-01,realestate1,666.0,28.19%,080xx,NJ,10+ years,0.0,576.0
5500.0,2007-07-01,rdleathers1386,597.0,0%,303xx,GA,< 1 year,0.0,580.2
10000.0,2007-07-01,thenewlight,482.0,73.87%,021xx,MA,< 1 year,0.0,563.8333333333334
1500.0,2007-07-01,aquinas02,594.0,0%,641xx,MO,< 1 year,0.0,568.1428571428571
22000.0,2007-07-01,john123,595.0,17.11%,112xx,NY,1 year,0.0,571.5
1000.0,2007-07-01,My credit card is charging me 14%,720.0,27.21%,641xx,MO,4 years,0.0,588.0
20000.0,2007-07-01,coldspring2000,724.0,19.49%,410xx,KY,3 years,0.0,601.6
4000.0,2007-07-01,datboyfine,502.0,6.56%,191xx,PA,1 year,0.0,592.5454545454545
1000.0,2007-07-01,sardonix,676.0,32.8%,462xx,IN,2 years,0.0,599.5
1100.0,2007-07-01,PositiveBlack,504.0,6.78%,327xx,FL,< 1 year,0.0,592.1538461538462
25000.0,2007-07-01,Saxwoman2,562.0,15.36%,331xx,FL,< 1 year,0.0,590.0
8000.0,2007-07-02,"I intend to use this loan to pay off a credit card and most of my overdraft protection, while reducing my monthly payments (if I get my target rate).",727.0,47.63%,146xx,NY,4 years,0.0,727.0
6000.0,2007-07-02,lisat041475,499.0,18.91%,190xx,PA,9 years,0.0,613.0
5000.0,2007-07-02,sydneyausguy,632.0,13.43%,926xx,CT,< 1 year,0.0,619.3333333333334
15000.0,2007-07-02,ttallent,621.0,40.73%,379xx,TN,1 year,0.0,619.75
25000.0,2007-07-02,lil_wagner,546.0,34.42%,640xx,MO,< 1 year,0.0,605.0
3500.0,2007-07-02,softwarez,644.0,48.68%,333xx,FL,2 years,0.0,611.5
3000.0,2007-07-02,salman_khan,600.0,2.18%,114xx,NY,1 year,0.0,609.8571428571429
5000.0,2007-07-02,kcgyrl79,539.0,0%,997xx,AK,< 1 year,0.0,601.0
10500.0,2007-07-02,CrimsonApache,467.0,6.95%,366xx,AL,< 1 year,0.0,586.1111111111111
11000.0,2007-07-02,dseuphoria,453.0,6%,088xx,NJ,< 1 year,0.0,572.8
1000.0,2007-07-02,Jrb04k,561.0,8.17%,323xx,FL,1 year,0.0,571.7272727272727
8000.0,2007-07-03,PhD Student,500.0,38.4%,803xx,CO,5 years,0.0,500.0
13000.0,2007-07-03,Tmilhon,595.0,19.95%,322xx,FL,< 1 year,0.0,547.5
15000.0,2007-07-03,Taylor20620,519.0,0%,326xx,FL,1 year,0.0,538.0
8000.0,2007-07-03,skeevysteve,650.0,4.89%,021xx,MA,< 1 year,0.0,566.0
4500.0,2007-07-03,gmonaco21,564.0,14.47%,015xx,MA,< 1 year,0.0,565.6
21000.0,2007-07-03,cleancredit,641.0,18.43%,760xx,TX,< 1 year,0.0,578.1666666666666
15000.0,2007-07-03,angeltorres,492.0,28.95%,322xx,FL,2 years,0.0,565.8571428571429
5000.0,2007-07-03,mgillispie,424.0,5.36%,714xx,LA,< 1 year,0.0,548.125
20000.0,2007-07-03,Help Me Pay Debt and Live Life again!!!,647.0,25.32%,554xx,MN,1 year,0.0,559.1111111111111
500.0,2007-07-04,dm210,567.0,28.96%,207xx,MD,< 1 year,0.0,567.0
4000.0,2007-07-04,kktally,473.0,4.13%,300xx,GA,1 year,0.0,520.0
15000.0,2007-07-04,Bud84clt,598.0,12.46%,245xx,VA,7 years,0.0,546.0
1000.0,2007-07-04,burdahgirl,607.0,36.42%,303xx,GA,< 1 year,0.0,561.25
5000.0,2007-07-04,sonyshox23,492.0,9.19%,802xx,CO,3 years,0.0,547.4
925.0,2007-07-04,sdawn07,0.0,13.2%,802xx,CO,< 1 year,0.0,456.1666666666667
25000.0,2007-07-04,finny311,667.0,45.6%,100xx,NY,1 year,0.0,486.2857142857143
7500.0,2007-07-04,CSM72,430.0,16.19%,441xx,OH,4 years,0.0,479.25
2000.0,2007-07-04,garyhanna,546.0,23.23%,191xx,PA,3 years,0.0,486.6666666666667
5000.0,2007-07-04,PopStarChic,507.0,23.52%,480xx,MS,< 1 year,0.0,488.7
1000.0,2007-07-04,makewild13,469.0,1.32%,778xx,TX,1 year,0.0,486.90909090909093
10500.0,2007-07-04,farrowm,612.0,32.61%,138xx,NY,1 year,0.0,497.3333333333333
4000.0,2007-07-05,Mac101,567.0,35.49%,200xx,DC,< 1 year,0.0,567.0
4500.0,2007-07-05,Mikri,554.0,4.72%,142xx,NY,5 years,0.0,560.5
2500.0,2007-07-05,ypastor,549.0,37.58%,437xx,OH,4 years,0.0,556.6666666666666
8000.0,2007-07-05,Meems,561.0,6.07%,200xx,DC,< 1 year,0.0,557.75
2500.0,2007-07-05,missreese,566.0,19.4%,383xx,TN,10+ years,0.0,559.4
5000.0,2007-07-05,newdeal80,592.0,16.33%,681xx,NE,5 years,0.0,564.8333333333334
4000.0,2007-07-05,mrhe,578.0,0%,021xx,MA,2 years,0.0,566.7142857142857
2000.0,2007-07-05,weazley,656.0,12%,980xx,WA,2 years,0.0,577.875
1500.0,2007-07-06,challenger73,669.0,23.2%,473xx,IN,10+ years,0.0,669.0
500.0,2007-07-06,hotelie2011,635.0,1.86%,022xx,MA,< 1 year,0.0,652.0
1000.0,2007-07-06,mrscott01,535.0,25.5%,328xx,FL,< 1 year,0.0,613.0
1000.0,2007-07-06,felise32,418.0,0%,641xx,MO,< 1 year,0.0,564.25
9825.0,2007-07-06,acordars,576.0,14.28%,926xx,CA,2 years,0.0,566.6
1000.0,2007-07-06,phlsphrwrt,526.0,0%,531xx,WI,1 year,0.0,559.8333333333334
5000.0,2007-07-06,jabruzzese,570.0,21.06%,930xx,CA,6 years,0.0,561.2857142857143
8000.0,2007-07-06,Pomegranate,609.0,27%,402xx,KY,< 1 year,0.0,567.25
1000.0,2007-07-07,svbennett20,618.0,266.67%,357xx,AL,< 1 year,0.0,618.0
1000.0,2007-07-07,jennbuggisbroke,0.0,0.34%,304xx,GA,< 1 year,0.0,309.0
25000.0,2007-07-07,Antgrant27,494.0,13.92%,088xx,NJ,1 year,0.0,370.6666666666667
15000.0,2007-07-07,dwelters,473.0,8.25%,326xx,FL,7 years,0.0,396.25
3000.0,2007-07-07,jake2089,698.0,35.79%,080xx,NJ,< 1 year,0.0,456.6
2500.0,2007-07-07,tony1976,574.0,21.17%,300xx,GA,< 1 year,0.0,476.1666666666667
2500.0,2007-07-07,jamal69,493.0,23.88%,354xx,AL,< 1 year,0.0,478.57142857142856
1000.0,2007-07-07,BgBoye,454.0,1.98%,190xx,PA,< 1 year,0.0,475.5
2000.0,2007-07-07,Krys1019,588.0,0%,076xx,NJ,< 1 year,0.0,488.0
1000.0,2007-07-07,stush1021,525.0,0.89%,117xx,NY,< 1 year,0.0,491.7
2500.0,2007-07-07,kg05,0.0,0%,330xx,FL,< 1 year,0.0,447.0
25000.0,2007-07-07,jmott428,541.0,1.92%,156xx,PA,1 year,0.0,454.8333333333333
8300.0,2007-07-07,JudithAnn7244,592.0,24.95%,660xx,KS,7 years,0.0,465.38461538461536
500.0,2007-07-07,kimmy4lsu,469.0,16.37%,708xx,LA,< 1 year,0.0,465.64285714285717
1000.0,2007-07-07,Summer Semester Help,553.0,8.27%,981xx,WA,< 1 year,0.0,471.46666666666664
2000.0,2007-07-08,naomicastillo,504.0,0%,606xx,IN,1 year,0.0,504.0
10000.0,2007-07-08,carlos_sarmiento,493.0,14.12%,331xx,FL,10+ years,0.0,498.5
3500.0,2007-07-08,ladybuggs,492.0,4.54%,750xx,TX,1 year,0.0,496.3333333333333
5000.0,2007-07-08,caseyj25,512.0,21.68%,806xx,CO,4 years,0.0,500.25
6000.0,2007-07-08,youngbizman,606.0,9.94%,374xx,TN,< 1 year,0.0,521.4
3000.0,2007-07-08,mom2gjs,565.0,3.25%,664xx,KS,< 1 year,0.0,528.6666666666666
12000.0,2007-07-08,Robzilla,620.0,2.04%,276xx,NC,3 years,0.0,541.7142857142857
16000.0,2007-07-08,iluvjesus,440.0,2.48%,301xx,GA,2 years,0.0,529.0
5000.0,2007-07-08,andrea1125,454.0,6.38%,339xx,FL,1 year,0.0,520.6666666666666
5000.0,2007-07-08,treyduffy,483.0,8.04%,537xx,WI,< 1 year,0.0,516.9
10000.0,2007-07-09,renornotty,477.0,0%,551xx,MN,< 1 year,0.0,477.0
6000.0,2007-07-09,jchristmn,637.0,23.43%,681xx,NE,1 year,0.0,557.0
5000.0,2007-07-09,frenchy,496.0,44.17%,326xx,FL,< 1 year,0.0,536.6666666666666
5000.0,2007-07-09,devon_craig,527.0,12.62%,227xx,VA,1 year,0.0,534.25
12000.0,2007-07-09,fbg,429.0,245.63%,708xx,LA,3 years,0.0,513.2
20000.0,2007-07-09,studiob,570.0,38.06%,762xx,TX,3 years,0.0,522.6666666666666
1000.0,2007-07-09,Blckdhliagrl,703.0,0%,727xx,AR,< 1 year,0.0,548.4285714285714
20000.0,2007-07-10,skiman40,553.0,7.12%,730xx,OK,10+ years,0.0,553.0
10000.0,2007-07-10,Richard0716,603.0,43.26%,331xx,FL,4 years,0.0,578.0
2500.0,2007-07-10,voteforeric,599.0,0%,841xx,UT,1 year,0.0,585.0
3000.0,2007-07-10,Mr.Mesofly,547.0,1.97%,112xx,NY,< 1 year,0.0,575.5
1000.0,2007-07-10,big_nour,487.0,16.32%,554xx,MN,1 year,0.0,557.8
1000.0,2007-07-10,bluewarrior07,523.0,7.17%,282xx,NC,2 years,0.0,552.0
3000.0,2007-07-10,strivingforward,0.0,0%,325xx,FL,< 1 year,0.0,473.14285714285717
10000.0,2007-07-10,bigredone,480.0,12.17%,439xx,OH,10+ years,0.0,474.0
3000.0,2007-07-10,kymberly,510.0,23.96%,054xx,VT,2 years,0.0,478.0
3000.0,2007-07-10,welderman,0.0,0%,415xx,KY,1 year,0.0,430.2
1000.0,2007-07-10,Twofast4u12,567.0,9.69%,541xx,WI,1 year,0.0,442.6363636363636
4500.0,2007-07-10,KevinT,482.0,82.38%,282xx,NC,< 1 year,0.0,445.9166666666667
3500.0,2007-07-11,csh0430,533.0,0%,301xx,GA,10+ years,0.0,533.0
2500.0,2007-07-11,rootsrundeep,541.0,0.3%,474xx,IN,< 1 year,0.0,537.0
1000.0,2007-07-11,CBear,600.0,14.16%,740xx,OK,< 1 year,0.0,558.0
5000.0,2007-07-11,aebennett,530.0,5.2%,741xx,OK,2 years,0.0,551.0
4500.0,2007-07-11,dvermulm,623.0,8.02%,681xx,NE,< 1 year,0.0,565.4
2500.0,2007-07-11,JEW0831,465.0,0.62%,284xx,NC,< 1 year,0.0,548.6666666666666
8000.0,2007-07-11,Keyoung,543.0,6.36%,215xx,MD,7 years,0.0,547.8571428571429
6000.0,2007-07-11,km36,524.0,31.63%,463xx,IN,< 1 year,0.0,544.875
5000.0,2007-07-12,patval,549.0,21.49%,451xx,OH,1 year,0.0,549.0
15000.0,2007-07-12,Consolidating,639.0,15.76%,958xx,CA,10+ years,0.0,594.0
1000.0,2007-07-12,MiMi77,435.0,10.03%,346xx,FL,1 year,0.0,541.0
8000.0,2007-07-12,Alex R,610.0,11.47%,100xx,NY,1 year,0.0,558.25
5000.0,2007-07-12,Erynnesmom,455.0,28.14%,775xx,TX,8 years,0.0,537.6
5000.0,2007-07-12,Jesseandshanon,451.0,32.81%,775xx,TX,10+ years,0.0,523.1666666666666
10000.0,2007-07-12,Wendigo,472.0,33.05%,537xx,WI,< 1 year,0.0,515.8571428571429
20000.0,2007-07-12,amaury73,646.0,8.92%,331xx,FL,2 years,0.0,532.125
15000.0,2007-07-12,stacyby,519.0,13.76%,100xx,NY,3 years,0.0,530.6666666666666
2000.0,2007-07-12,max1991,451.0,6.89%,054xx,VT,8 years,0.0,522.7
7000.0,2007-07-12,dulcinea2007,471.0,16.22%,330xx,FL,< 1 year,0.0,518.0
4500.0,2007-07-13,theteeshirtlady,475.0,2.95%,270xx,NC,1 year,0.0,475.0
5000.0,2007-07-13,markf78,644.0,11.77%,226xx,VA,< 1 year,0.0,559.5
14000.0,2007-07-13,TopVetTech,607.0,0%,168xx,PA,7 years,0.0,575.3333333333334
25000.0,2007-07-13,insurance needs capital to relocate /pur,697.0,15.17%,134xx,NY,7 years,0.0,605.75
2300.0,2007-07-13,chrissy,448.0,6.24%,481xx,MI,9 years,0.0,574.2
1500.0,2007-07-13,avalancheroy33,455.0,9.57%,479xx,IN,< 1 year,0.0,554.3333333333334
5500.0,2007-07-13,akademiks,0.0,1.34%,072xx,NJ,< 1 year,0.0,475.14285714285717
2000.0,2007-07-14,jb1552,625.0,18.86%,730xx,OK,4 years,0.0,625.0
3500.0,2007-07-14,daniel09,0.0,0.6%,322xx,FL,< 1 year,0.0,312.5
8000.0,2007-07-14,jcouch,601.0,10.01%,473xx,IN,3 years,0.0,408.6666666666667
1000.0,2007-07-14,butcherboy220,609.0,20.19%,334xx,FL,10+ years,0.0,458.75
2000.0,2007-07-14,ecs11,592.0,13%,131xx,NY,2 years,0.0,485.4
1500.0,2007-07-14,Crystopher,493.0,0%,325xx,FL,< 1 year,0.0,486.6666666666667
12000.0,2007-07-14,coppert,556.0,4.43%,114xx,NY,10+ years,0.0,496.57142857142856
4500.0,2007-07-14,medicalgirl1981,604.0,6%,212xx,MD,1 year,0.0,510.0
500.0,2007-07-14,joycespowell76,556.0,1.92%,275xx,NC,1 year,0.0,515.1111111111111
15000.0,2007-07-15,cindercell914,526.0,10.57%,301xx,GA,< 1 year,0.0,526.0
3000.0,2007-07-15,AskMatt,651.0,28.42%,980xx,WA,< 1 year,0.0,588.5
3000.0,2007-07-15,EduYankee,588.0,24.65%,301xx,GA,< 1 year,0.0,588.3333333333334
3000.0,2007-07-16,southfloridian,550.0,0%,331xx,FL,1 year,0.0,550.0
6000.0,2007-07-16,Coffeelovr5,428.0,11.49%,441xx,OH,< 1 year,0.0,489.0
5000.0,2007-07-16,LAO0911,496.0,18.33%,631xx,MO,< 1 year,0.0,491.3333333333333
8000.0,2007-07-16,wncgirl,623.0,29.57%,287xx,NC,8 years,0.0,524.25
15000.0,2007-07-16,Etrader77,637.0,4.14%,434xx,OH,3 years,0.0,546.8
15000.0,2007-07-16,KeeperEF,640.0,30.52%,300xx,GA,2 years,0.0,562.3333333333334
5000.0,2007-07-17,AngelMeagan,473.0,31.45%,685xx,NE,< 1 year,0.0,473.0
3000.0,2007-07-17,morgansuzi,417.0,13.47%,282xx,NC,1 year,0.0,445.0
2000.0,2007-07-17,Consolidate credit cards,593.0,54.35%,681xx,NE,< 1 year,0.0,494.3333333333333
5000.0,2007-07-17,whitpop85,455.0,17.44%,477xx,IN,3 years,0.0,484.5
25000.0,2007-07-17,cbowman,0.0,0%,402xx,KY,1 year,0.0,387.6
12000.0,2007-07-17,joshj0829,554.0,18.65%,193xx,PA,4 years,0.0,415.3333333333333
2000.0,2007-07-18,$~KING~$,511.0,29.13%,333xx,FL,< 1 year,0.0,511.0
7000.0,2007-07-18,streetforce1,482.0,0%,100xx,NY,< 1 year,0.0,496.5
3000.0,2007-07-18,Cute N Cuddly Couple Need Moving Help,570.0,18.75%,840xx,UT,< 1 year,0.0,521.0
4750.0,2007-07-18,Want to attend college,618.0,5%,024xx,MA,< 1 year,0.0,545.25
6000.0,2007-07-18,Expanding21,545.0,0%,112xx,NY,4 years,0.0,545.2
2000.0,2007-07-18,Cushie,536.0,10.63%,986xx,WA,1 year,0.0,543.6666666666666
4000.0,2007-07-18,HELP!!,420.0,5.98%,606xx,IN,< 1 year,0.0,526.0
2000.0,2007-07-18,"I'm working on building up my credit and looking to pay a few credit cards off. These interest rates are high, and I'm basically throwing away money every month on monthly fees, membership fees, annual fees, and high interest. Would love to just consolidate, get them paid off once and for all and close the accounts",647.0,19.98%,440xx,OH,1 year,0.0,541.125
600.0,2007-07-18,Karen Mae,562.0,2.66%,016xx,MA,1 year,0.0,543.4444444444445
1000.0,2007-07-18,sachinpatel17,589.0,4.55%,334xx,FL,1 year,0.0,548.0
6000.0,2007-07-18,Family Funtime - Used Jetboat Purchase,625.0,7.38%,275xx,NC,10+ years,0.0,555.0
7500.0,2007-07-18,Nick67,582.0,8.6%,554xx,MN,< 1 year,0.0,557.25
15000.0,2007-07-18,tSchulz,577.0,0.33%,327xx,FL,2 years,0.0,558.7692307692307
3500.0,2007-07-19,Honeymoon Expense,595.0,0.57%,300xx,GA,1 year,0.0,595.0
1500.0,2007-07-19,telcor,615.0,12.65%,770xx,TX,1 year,0.0,605.0
13000.0,2007-07-19,jenny88,650.0,14.56%,981xx,WA,10+ years,0.0,620.0
25000.0,2007-07-19,ksstormhunter,555.0,24.94%,997xx,AK,10+ years,0.0,603.75
4500.0,2007-07-19,debbie812,631.0,10.75%,113xx,NY,10+ years,0.0,609.2
15000.0,2007-07-19,juannunes,591.0,14.81%,333xx,FL,2 years,0.0,606.1666666666666
1400.0,2007-07-19,tallchick25,536.0,0.67%,328xx,FL,1 year,0.0,596.1428571428571
1500.0,2007-07-19,Donlo,529.0,2.91%,530xx,WI,< 1 year,0.0,587.75
2000.0,2007-07-20,rgbrock1,478.0,4.41%,064xx,CT,3 years,0.0,478.0
1700.0,2007-07-20,caspian915,455.0,17.67%,112xx,NY,< 1 year,0.0,466.5
2000.0,2007-07-20,jawbreaker,646.0,7.25%,748xx,OK,10+ years,0.0,526.3333333333334
6000.0,2007-07-20,melonee80,546.0,15.66%,227xx,VA,3 years,0.0,531.25
20000.0,2007-07-20,keishab912,452.0,25.46%,315xx,GA,3 years,0.0,515.4
7500.0,2007-07-20,helpourdaughter,623.0,1.65%,028xx,RI,5 years,0.0,533.3333333333334
10000.0,2007-07-20,lidarkeyes32,614.0,23.19%,549xx,WI,< 1 year,0.0,544.8571428571429
7275.0,2007-07-21,Lost with a soul....,457.0,2.15%,212xx,MD,3 years,0.0,457.0
7500.0,2007-07-21,2Be_Pennywise,400.0,8.16%,212xx,MD,3 years,0.0,428.5
500.0,2007-07-21,RBinAK,526.0,21.03%,995xx,AK,< 1 year,0.0,461.0
7500.0,2007-07-21,mickisue,546.0,15.41%,551xx,MN,1 year,0.0,482.25
10000.0,2007-07-21,joshaccardo,592.0,12.75%,100xx,NY,1 year,0.0,504.2
7000.0,2007-07-22,eeyore28,0.0,0%,117xx,NY,1 year,0.0,0.0
3000.0,2007-07-22,Iteachkids,594.0,12.86%,201xx,VA,6 years,0.0,297.0
5000.0,2007-07-22,msmkharmon,518.0,21.65%,191xx,PA,3 years,0.0,370.6666666666667
5000.0,2007-07-22,jaysun,632.0,32.96%,206xx,MD,< 1 year,0.0,436.0
10000.0,2007-07-22,texasrocks,662.0,29.73%,761xx,TX,1 year,0.0,481.2
500.0,2007-07-22,Help Please,535.0,1.1%,088xx,NJ,1 year,0.0,490.1666666666667
25000.0,2007-07-22,BuckTruck,430.0,11.95%,320xx,FL,1 year,0.0,481.57142857142856
2500.0,2007-07-22,adevens,506.0,14.53%,532xx,WI,2 years,0.0,484.625
10000.0,2007-07-23,tejada00,635.0,14.25%,100xx,NY,2 years,0.0,635.0
1000.0,2007-07-23,Animaluva,660.0,85%,334xx,FL,6 years,0.0,647.5
2500.0,2007-07-23,wolfbabeusa71,0.0,0%,462xx,IN,< 1 year,0.0,431.6666666666667
2000.0,2007-07-23,NCcarebear,488.0,14.01%,283xx,NC,2 years,0.0,445.75
25000.0,2007-07-23,livewealthy,688.0,22.9%,021xx,MA,1 year,0.0,494.2
17000.0,2007-07-23,mimi1011,635.0,74.86%,282xx,NC,1 year,0.0,517.6666666666666
600.0,2007-07-23,bward07,618.0,14.4%,199xx,DE,< 1 year,0.0,532.0
13500.0,2007-07-23,teacher1,668.0,25.25%,233xx,VA,10+ years,0.0,549.0
7500.0,2007-07-23,Sm-biz owner seeks loan,"",100%,891xx,NV,3 years,0.0,549.0
10000.0,2007-07-23,danomar200,689.0,47.56%,330xx,FL,2 years,0.0,564.5555555555555
25000.0,2007-07-24,tgrphillips,527.0,0%,534xx,WI,2 years,0.0,527.0
10000.0,2007-07-24,candela,711.0,34.37%,331xx,FL,1 year,0.0,619.0
3500.0,2007-07-24,flutterjenn,518.0,0%,282xx,NC,< 1 year,0.0,585.3333333333334
1300.0,2007-07-24,"Recently, I took my automobile to the dealership for a routine check-up.  I ended-up paying nearly $1700 to cover all the work that needed to be done.  Since I am fresh out of college, this is probably one of the worse thing that could have happened right now. This loan will allow me to cover all my basis so that I can pay my other expenses while trying to fill the hole that my car trouble have maid in my pocket.  Your help would be greatly appreciated.",632.0,11.39%,303xx,GA,1 year,0.0,597.0
7000.0,2007-07-24,ejohnson39154,680.0,9%,391xx,MS,10+ years,0.0,613.6
20000.0,2007-07-24,Sasha,591.0,30.67%,479xx,IN,3 years,0.0,609.8333333333334
3500.0,2007-07-24,vernsan,663.0,63.75%,760xx,TX,1 year,0.0,617.4285714285714
6000.0,2007-07-25,maria,654.0,57.66%,333xx,FL,1 year,0.0,654.0
5000.0,2007-07-25,maciel,601.0,56.4%,333xx,FL,< 1 year,0.0,627.5
2000.0,2007-07-25,paying debt,622.0,11.6%,077xx,NJ,< 1 year,0.0,625.6666666666666
1500.0,2007-07-25,cjustice,507.0,31.61%,755xx,TX,5 years,0.0,596.0
3500.0,2007-07-25,tranpir29,460.0,13.21%,082xx,NJ,7 years,0.0,568.8
6000.0,2007-07-25,LacyG,484.0,569.27%,200xx,DC,10+ years,0.0,554.6666666666666
3300.0,2007-07-25,lacydiva,437.0,1.57%,071xx,NJ,1 year,0.0,537.8571428571429
1000.0,2007-07-25,balik9201,600.0,5.12%,151xx,PA,< 1 year,0.0,545.625
3000.0,2007-07-25,tjhummel7,505.0,28.4%,544xx,WI,< 1 year,0.0,541.1111111111111
7000.0,2007-07-25,I am looking to consolidate high interest rate credit cards into one monthly payment and a set payoff schedule.  This will save me interest and money monthly.,591.0,17.29%,681xx,NE,6 years,0.0,546.1
10000.0,2007-07-25,dtslagle,517.0,17.34%,465xx,IN,< 1 year,0.0,543.4545454545455
3000.0,2007-07-25,FTL_Torgo,433.0,6.09%,342xx,FL,2 years,0.0,534.25
1200.0,2007-07-25,college210,544.0,19.95%,282xx,NC,< 1 year,0.0,535.0
4100.0,2007-07-26,urban513,509.0,3.23%,088xx,NJ,2 years,0.0,509.0
